region,subregion,country,area,country_area,date,confirmed_cases,deaths,recovered,population,lat,long,lat_long_flag,pop_flag,active,confirmed_cases_rate,deaths_rate,recovered_rate,active_rate,C_xs_T,devt_time
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,24/02/2020,1,0,0,38.928341,33.93911,67.709953,1,1,1,0.025688225,0.000000000,0.000000000,1.000000000,0,-37 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,25/02/2020,1,0,0,38.928341,33.93911,67.709953,1,1,1,0.025688225,0.000000000,0.000000000,1.000000000,0,-36 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,26/02/2020,1,0,0,38.928341,33.93911,67.709953,1,1,1,0.025688225,0.000000000,0.000000000,1.000000000,0,-35 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,27/02/2020,1,0,0,38.928341,33.93911,67.709953,1,1,1,0.025688225,0.000000000,0.000000000,1.000000000,0,-34 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,28/02/2020,1,0,0,38.928341,33.93911,67.709953,1,1,1,0.025688225,0.000000000,0.000000000,1.000000000,0,-33 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,29/02/2020,1,0,0,38.928341,33.93911,67.709953,1,1,1,0.025688225,0.000000000,0.000000000,1.000000000,0,-32 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,01/03/2020,1,0,0,38.928341,33.93911,67.709953,1,1,1,0.025688225,0.000000000,0.000000000,1.000000000,0,-31 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,02/03/2020,1,0,0,38.928341,33.93911,67.709953,1,1,1,0.025688225,0.000000000,0.000000000,1.000000000,0,-30 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,03/03/2020,1,0,0,38.928341,33.93911,67.709953,1,1,1,0.025688225,0.000000000,0.000000000,1.000000000,0,-29 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,04/03/2020,1,0,0,38.928341,33.93911,67.709953,1,1,1,0.025688225,0.000000000,0.000000000,1.000000000,0,-28 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,05/03/2020,1,0,0,38.928341,33.93911,67.709953,1,1,1,0.025688225,0.000000000,0.000000000,1.000000000,0,-27 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,06/03/2020,1,0,0,38.928341,33.93911,67.709953,1,1,1,0.025688225,0.000000000,0.000000000,1.000000000,0,-26 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,07/03/2020,1,0,0,38.928341,33.93911,67.709953,1,1,1,0.025688225,0.000000000,0.000000000,1.000000000,0,-25 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,08/03/2020,4,0,0,38.928341,33.93911,67.709953,1,1,4,0.102752902,0.000000000,0.000000000,1.000000000,0,-24 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,09/03/2020,4,0,0,38.928341,33.93911,67.709953,1,1,4,0.102752902,0.000000000,0.000000000,1.000000000,0,-23 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,10/03/2020,5,0,0,38.928341,33.93911,67.709953,1,1,5,0.128441127,0.000000000,0.000000000,1.000000000,0,-22 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,11/03/2020,7,0,0,38.928341,33.93911,67.709953,1,1,7,0.179817578,0.000000000,0.000000000,1.000000000,0,-21 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,12/03/2020,7,0,0,38.928341,33.93911,67.709953,1,1,7,0.179817578,0.000000000,0.000000000,1.000000000,0,-20 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,13/03/2020,7,0,0,38.928341,33.93911,67.709953,1,1,7,0.179817578,0.000000000,0.000000000,1.000000000,0,-19 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,14/03/2020,11,0,0,38.928341,33.93911,67.709953,1,1,11,0.282570480,0.000000000,0.000000000,1.000000000,0,-18 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,15/03/2020,16,0,0,38.928341,33.93911,67.709953,1,1,16,0.411011607,0.000000000,0.000000000,1.000000000,0,-17 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,16/03/2020,21,0,1,38.928341,33.93911,67.709953,1,1,20,0.539452734,0.000000000,0.047619048,0.952380952,0,-16 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,17/03/2020,22,0,1,38.928341,33.93911,67.709953,1,1,21,0.565140960,0.000000000,0.045454545,0.954545455,0,-15 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,18/03/2020,22,0,1,38.928341,33.93911,67.709953,1,1,21,0.565140960,0.000000000,0.045454545,0.954545455,0,-14 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,19/03/2020,22,0,1,38.928341,33.93911,67.709953,1,1,21,0.565140960,0.000000000,0.045454545,0.954545455,0,-13 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,20/03/2020,24,0,1,38.928341,33.93911,67.709953,1,1,23,0.616517411,0.000000000,0.041666667,0.958333333,0,-12 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,21/03/2020,24,0,1,38.928341,33.93911,67.709953,1,1,23,0.616517411,0.000000000,0.041666667,0.958333333,0,-11 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,22/03/2020,40,1,1,38.928341,33.93911,67.709953,1,1,38,1.027529018,0.025000000,0.025000000,0.950000000,0,-10 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,23/03/2020,40,1,1,38.928341,33.93911,67.709953,1,1,38,1.027529018,0.025000000,0.025000000,0.950000000,0,-9 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,24/03/2020,74,1,1,38.928341,33.93911,67.709953,1,1,72,1.900928683,0.013513514,0.013513514,0.972972973,0,-8 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,25/03/2020,84,2,2,38.928341,33.93911,67.709953,1,1,80,2.157810938,0.023809524,0.023809524,0.952380952,0,-7 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,26/03/2020,94,4,2,38.928341,33.93911,67.709953,1,1,88,2.414693192,0.042553191,0.021276596,0.936170213,0,-6 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,27/03/2020,110,4,2,38.928341,33.93911,67.709953,1,1,104,2.825704799,0.036363636,0.018181818,0.945454545,0,-5 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,28/03/2020,110,4,2,38.928341,33.93911,67.709953,1,1,104,2.825704799,0.036363636,0.018181818,0.945454545,0,-4 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,29/03/2020,120,4,2,38.928341,33.93911,67.709953,1,1,114,3.082587054,0.033333333,0.016666667,0.950000000,0,-3 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,30/03/2020,170,4,2,38.928341,33.93911,67.709953,1,1,164,4.366998326,0.023529412,0.011764706,0.964705882,0,-2 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,31/03/2020,174,4,5,38.928341,33.93911,67.709953,1,1,165,4.469751228,0.022988506,0.028735632,0.948275862,0,-1 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,01/04/2020,237,4,5,38.928341,33.93911,67.709953,1,1,228,6.088109432,0.016877637,0.021097046,0.962025316,1,0 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,02/04/2020,273,6,10,38.928341,33.93911,67.709953,1,1,257,7.012885548,0.021978022,0.036630037,0.941391941,1,1 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,03/04/2020,281,6,10,38.928341,33.93911,67.709953,1,1,265,7.218391351,0.021352313,0.035587189,0.943060498,1,2 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,04/04/2020,299,7,10,38.928341,33.93911,67.709953,1,1,282,7.680779410,0.023411371,0.033444816,0.943143813,1,3 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,05/04/2020,349,7,15,38.928341,33.93911,67.709953,1,1,327,8.965190682,0.020057307,0.042979943,0.936962751,1,4 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,06/04/2020,367,11,18,38.928341,33.93911,67.709953,1,1,338,9.427578740,0.029972752,0.049046322,0.920980926,1,5 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,07/04/2020,423,14,18,38.928341,33.93911,67.709953,1,1,391,10.866119365,0.033096927,0.042553191,0.924349882,1,6 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,08/04/2020,444,14,29,38.928341,33.93911,67.709953,1,1,401,11.405572100,0.031531532,0.065315315,0.903153153,1,7 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,09/04/2020,484,15,32,38.928341,33.93911,67.709953,1,1,437,12.433101118,0.030991736,0.066115702,0.902892562,1,8 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,10/04/2020,521,15,32,38.928341,33.93911,67.709953,1,1,474,13.383565459,0.028790787,0.061420345,0.909788868,1,9 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,11/04/2020,555,18,32,38.928341,33.93911,67.709953,1,1,505,14.256965125,0.032432432,0.057657658,0.909909910,1,10 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,12/04/2020,607,18,32,38.928341,33.93911,67.709953,1,1,557,15.592752848,0.029654036,0.052718287,0.917627677,1,11 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,13/04/2020,665,21,32,38.928341,33.93911,67.709953,1,1,612,17.082669924,0.031578947,0.048120301,0.920300752,1,12 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,14/04/2020,714,23,40,38.928341,33.93911,67.709953,1,1,651,18.341392971,0.032212885,0.056022409,0.911764706,1,13 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,15/04/2020,784,25,43,38.928341,33.93911,67.709953,1,1,716,20.139568753,0.031887755,0.054846939,0.913265306,1,14 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,16/04/2020,840,30,54,38.928341,33.93911,67.709953,1,1,756,21.578109378,0.035714286,0.064285714,0.900000000,1,15 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,17/04/2020,906,30,99,38.928341,33.93911,67.709953,1,1,777,23.273532258,0.033112583,0.109271523,0.857615894,1,16 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,18/04/2020,933,30,112,38.928341,33.93911,67.709953,1,1,791,23.967114345,0.032154341,0.120042872,0.847802787,1,17 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,19/04/2020,996,33,131,38.928341,33.93911,67.709953,1,1,832,25.585472548,0.033132530,0.131526104,0.835341365,1,18 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,20/04/2020,1026,36,135,38.928341,33.93911,67.709953,1,1,855,26.356119312,0.035087719,0.131578947,0.833333333,1,19 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,21/04/2020,1092,36,150,38.928341,33.93911,67.709953,1,1,906,28.051542191,0.032967033,0.137362637,0.829670330,1,20 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,22/04/2020,1176,40,166,38.928341,33.93911,67.709953,1,1,970,30.209353129,0.034013605,0.141156463,0.824829932,1,21 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,23/04/2020,1279,42,179,38.928341,33.93911,67.709953,1,1,1058,32.855240350,0.032838155,0.139953088,0.827208757,1,22 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,24/04/2020,1351,43,188,38.928341,33.93911,67.709953,1,1,1120,34.704792583,0.031828275,0.139156181,0.829015544,1,23 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,25/04/2020,1463,47,188,38.928341,33.93911,67.709953,1,1,1228,37.581873833,0.032125769,0.128503076,0.839371155,1,24 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,26/04/2020,1531,50,207,38.928341,33.93911,67.709953,1,1,1274,39.328673164,0.032658393,0.135205748,0.832135859,1,25 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,27/04/2020,1703,57,220,38.928341,33.93911,67.709953,1,1,1426,43.747047941,0.033470346,0.129183793,0.837345860,1,26 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,28/04/2020,1828,58,228,38.928341,33.93911,67.709953,1,1,1542,46.958076122,0.031728665,0.124726477,0.843544858,1,27 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,29/04/2020,1939,60,252,38.928341,33.93911,67.709953,1,1,1627,49.809469147,0.030943785,0.129963899,0.839092316,1,28 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,30/04/2020,2171,64,260,38.928341,33.93911,67.709953,1,1,1847,55.769137452,0.029479503,0.119760479,0.850760018,1,29 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,01/05/2020,2335,68,310,38.928341,33.93911,67.709953,1,1,1957,59.982006426,0.029122056,0.132762313,0.838115632,1,30 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,02/05/2020,2469,72,331,38.928341,33.93911,67.709953,1,1,2066,63.424228636,0.029161604,0.134062373,0.836776023,1,31 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,03/05/2020,2704,85,345,38.928341,33.93911,67.709953,1,1,2274,69.460961617,0.031434911,0.127588757,0.840976331,1,32 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,04/05/2020,2894,90,397,38.928341,33.93911,67.709953,1,1,2407,74.341724452,0.031098825,0.137180373,0.831720802,1,33 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,05/05/2020,3224,95,421,38.928341,33.93911,67.709953,1,1,2708,82.818838851,0.029466501,0.130583127,0.839950372,1,34 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,06/05/2020,3392,104,458,38.928341,33.93911,67.709953,1,1,2830,87.134460726,0.030660377,0.135023585,0.834316038,1,35 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,07/05/2020,3563,106,468,38.928341,33.93911,67.709953,1,1,2989,91.527147278,0.029750210,0.131349986,0.838899804,1,36 
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,08/05/2020,3778,109,472,38.928341,33.93911,67.709953,1,1,3197,97.050115750,0.028851244,0.124933827,0.846214929,1,37 
Europe,Southern Europe,Albania,,Albania,09/03/2020,2,0,0,2.877800,41.1533,20.1683,1,1,2,0.694975328,0.000000000,0.000000000,1.000000000,0,-3 
Europe,Southern Europe,Albania,,Albania,10/03/2020,10,0,0,2.877800,41.1533,20.1683,1,1,10,3.474876642,0.000000000,0.000000000,1.000000000,0,-2 
Europe,Southern Europe,Albania,,Albania,11/03/2020,12,1,0,2.877800,41.1533,20.1683,1,1,11,4.169851970,0.083333333,0.000000000,0.916666667,0,-1 
Europe,Southern Europe,Albania,,Albania,12/03/2020,23,1,0,2.877800,41.1533,20.1683,1,1,22,7.992216276,0.043478261,0.000000000,0.956521739,1,0 
Europe,Southern Europe,Albania,,Albania,13/03/2020,33,1,0,2.877800,41.1533,20.1683,1,1,32,11.467092918,0.030303030,0.000000000,0.969696970,1,1 
Europe,Southern Europe,Albania,,Albania,14/03/2020,38,1,0,2.877800,41.1533,20.1683,1,1,37,13.204531239,0.026315789,0.000000000,0.973684211,1,2 
Europe,Southern Europe,Albania,,Albania,15/03/2020,42,1,0,2.877800,41.1533,20.1683,1,1,41,14.594481896,0.023809524,0.000000000,0.976190476,1,3 
Europe,Southern Europe,Albania,,Albania,16/03/2020,51,1,0,2.877800,41.1533,20.1683,1,1,50,17.721870874,0.019607843,0.000000000,0.980392157,1,4 
Europe,Southern Europe,Albania,,Albania,17/03/2020,55,1,0,2.877800,41.1533,20.1683,1,1,54,19.111821530,0.018181818,0.000000000,0.981818182,1,5 
Europe,Southern Europe,Albania,,Albania,18/03/2020,59,2,0,2.877800,41.1533,20.1683,1,1,57,20.501772187,0.033898305,0.000000000,0.966101695,1,6 
Europe,Southern Europe,Albania,,Albania,19/03/2020,64,2,0,2.877800,41.1533,20.1683,1,1,62,22.239210508,0.031250000,0.000000000,0.968750000,1,7 
Europe,Southern Europe,Albania,,Albania,20/03/2020,70,2,0,2.877800,41.1533,20.1683,1,1,68,24.324136493,0.028571429,0.000000000,0.971428571,1,8 
Europe,Southern Europe,Albania,,Albania,21/03/2020,76,2,2,2.877800,41.1533,20.1683,1,1,72,26.409062478,0.026315789,0.026315789,0.947368421,1,9 
Europe,Southern Europe,Albania,,Albania,22/03/2020,89,2,2,2.877800,41.1533,20.1683,1,1,85,30.926402113,0.022471910,0.022471910,0.955056180,1,10 
Europe,Southern Europe,Albania,,Albania,23/03/2020,104,4,2,2.877800,41.1533,20.1683,1,1,98,36.138717076,0.038461538,0.019230769,0.942307692,1,11 
Europe,Southern Europe,Albania,,Albania,24/03/2020,123,5,10,2.877800,41.1533,20.1683,1,1,108,42.740982695,0.040650407,0.081300813,0.878048780,1,12 
Europe,Southern Europe,Albania,,Albania,25/03/2020,146,5,17,2.877800,41.1533,20.1683,1,1,124,50.733198971,0.034246575,0.116438356,0.849315068,1,13 
Europe,Southern Europe,Albania,,Albania,26/03/2020,174,6,17,2.877800,41.1533,20.1683,1,1,151,60.462853569,0.034482759,0.097701149,0.867816092,1,14 
Europe,Southern Europe,Albania,,Albania,27/03/2020,186,8,31,2.877800,41.1533,20.1683,1,1,147,64.632705539,0.043010753,0.166666667,0.790322581,1,15 
Europe,Southern Europe,Albania,,Albania,28/03/2020,197,10,31,2.877800,41.1533,20.1683,1,1,156,68.455069845,0.050761421,0.157360406,0.791878173,1,16 
Europe,Southern Europe,Albania,,Albania,29/03/2020,212,10,33,2.877800,41.1533,20.1683,1,1,169,73.667384808,0.047169811,0.155660377,0.797169811,1,17 
Europe,Southern Europe,Albania,,Albania,30/03/2020,223,11,44,2.877800,41.1533,20.1683,1,1,168,77.489749114,0.049327354,0.197309417,0.753363229,1,18 
Europe,Southern Europe,Albania,,Albania,31/03/2020,243,15,52,2.877800,41.1533,20.1683,1,1,176,84.439502398,0.061728395,0.213991770,0.724279835,1,19 
Europe,Southern Europe,Albania,,Albania,01/04/2020,259,15,67,2.877800,41.1533,20.1683,1,1,177,89.999305025,0.057915058,0.258687259,0.683397683,1,20 
Europe,Southern Europe,Albania,,Albania,02/04/2020,277,16,76,2.877800,41.1533,20.1683,1,1,185,96.254082980,0.057761733,0.274368231,0.667870036,1,21 
Europe,Southern Europe,Albania,,Albania,03/04/2020,304,17,89,2.877800,41.1533,20.1683,1,1,198,105.636249913,0.055921053,0.292763158,0.651315789,1,22 
Europe,Southern Europe,Albania,,Albania,04/04/2020,333,20,99,2.877800,41.1533,20.1683,1,1,214,115.713392175,0.060060060,0.297297297,0.642642643,1,23 
Europe,Southern Europe,Albania,,Albania,05/04/2020,361,20,104,2.877800,41.1533,20.1683,1,1,237,125.443046772,0.055401662,0.288088643,0.656509695,1,24 
Europe,Southern Europe,Albania,,Albania,06/04/2020,377,21,116,2.877800,41.1533,20.1683,1,1,240,131.002849399,0.055702918,0.307692308,0.636604775,1,25 
Europe,Southern Europe,Albania,,Albania,07/04/2020,383,22,131,2.877800,41.1533,20.1683,1,1,230,133.087775384,0.057441253,0.342036554,0.600522193,1,26 
Europe,Southern Europe,Albania,,Albania,08/04/2020,400,22,154,2.877800,41.1533,20.1683,1,1,224,138.995065675,0.055000000,0.385000000,0.560000000,1,27 
Europe,Southern Europe,Albania,,Albania,09/04/2020,409,23,165,2.877800,41.1533,20.1683,1,1,221,142.122454653,0.056234719,0.403422983,0.540342298,1,28 
Europe,Southern Europe,Albania,,Albania,10/04/2020,416,23,182,2.877800,41.1533,20.1683,1,1,211,144.554868302,0.055288462,0.437500000,0.507211538,1,29 
Europe,Southern Europe,Albania,,Albania,11/04/2020,433,23,197,2.877800,41.1533,20.1683,1,1,213,150.462158593,0.053117783,0.454965358,0.491916859,1,30 
Europe,Southern Europe,Albania,,Albania,12/04/2020,446,23,217,2.877800,41.1533,20.1683,1,1,206,154.979498228,0.051569507,0.486547085,0.461883408,1,31 
Europe,Southern Europe,Albania,,Albania,13/04/2020,467,23,232,2.877800,41.1533,20.1683,1,1,212,162.276739176,0.049250535,0.496788009,0.453961456,1,32 
Europe,Southern Europe,Albania,,Albania,14/04/2020,475,24,248,2.877800,41.1533,20.1683,1,1,203,165.056640489,0.050526316,0.522105263,0.427368421,1,33 
Europe,Southern Europe,Albania,,Albania,15/04/2020,494,25,251,2.877800,41.1533,20.1683,1,1,218,171.658906109,0.050607287,0.508097166,0.441295547,1,34 
Europe,Southern Europe,Albania,,Albania,16/04/2020,518,26,277,2.877800,41.1533,20.1683,1,1,215,179.998610049,0.050193050,0.534749035,0.415057915,1,35 
Europe,Southern Europe,Albania,,Albania,17/04/2020,539,26,283,2.877800,41.1533,20.1683,1,1,230,187.295850997,0.048237477,0.525046382,0.426716141,1,36 
Europe,Southern Europe,Albania,,Albania,18/04/2020,548,26,302,2.877800,41.1533,20.1683,1,1,220,190.423239975,0.047445255,0.551094891,0.401459854,1,37 
Europe,Southern Europe,Albania,,Albania,19/04/2020,562,26,314,2.877800,41.1533,20.1683,1,1,222,195.288067274,0.046263345,0.558718861,0.395017794,1,38 
Europe,Southern Europe,Albania,,Albania,20/04/2020,584,26,327,2.877800,41.1533,20.1683,1,1,231,202.932795886,0.044520548,0.559931507,0.395547945,1,39 
Europe,Southern Europe,Albania,,Albania,21/04/2020,609,26,345,2.877800,41.1533,20.1683,1,1,238,211.619987490,0.042692939,0.566502463,0.390804598,1,40 
Europe,Southern Europe,Albania,,Albania,22/04/2020,634,27,356,2.877800,41.1533,20.1683,1,1,251,220.307179095,0.042586751,0.561514196,0.395899054,1,41 
Europe,Southern Europe,Albania,,Albania,23/04/2020,663,27,385,2.877800,41.1533,20.1683,1,1,251,230.384321357,0.040723982,0.580693816,0.378582202,1,42 
Europe,Southern Europe,Albania,,Albania,24/04/2020,678,27,394,2.877800,41.1533,20.1683,1,1,257,235.596636319,0.039823009,0.581120944,0.379056047,1,43 
Europe,Southern Europe,Albania,,Albania,25/04/2020,712,27,403,2.877800,41.1533,20.1683,1,1,282,247.411216902,0.037921348,0.566011236,0.396067416,1,44 
Europe,Southern Europe,Albania,,Albania,26/04/2020,726,28,410,2.877800,41.1533,20.1683,1,1,288,252.276044200,0.038567493,0.564738292,0.396694215,1,45 
Europe,Southern Europe,Albania,,Albania,27/04/2020,736,28,422,2.877800,41.1533,20.1683,1,1,286,255.750920842,0.038043478,0.573369565,0.388586957,1,46 
Europe,Southern Europe,Albania,,Albania,28/04/2020,750,30,431,2.877800,41.1533,20.1683,1,1,289,260.615748141,0.040000000,0.574666667,0.385333333,1,47 
Europe,Southern Europe,Albania,,Albania,29/04/2020,766,30,455,2.877800,41.1533,20.1683,1,1,281,266.175550768,0.039164491,0.593994778,0.366840731,1,48 
Europe,Southern Europe,Albania,,Albania,30/04/2020,773,31,470,2.877800,41.1533,20.1683,1,1,272,268.607964417,0.040103493,0.608020699,0.351875809,1,49 
Europe,Southern Europe,Albania,,Albania,01/05/2020,782,31,488,2.877800,41.1533,20.1683,1,1,263,271.735353395,0.039641944,0.624040921,0.336317136,1,50 
Europe,Southern Europe,Albania,,Albania,02/05/2020,789,31,519,2.877800,41.1533,20.1683,1,1,239,274.167767044,0.039290241,0.657794677,0.302915082,1,51 
Europe,Southern Europe,Albania,,Albania,03/05/2020,795,31,531,2.877800,41.1533,20.1683,1,1,233,276.252693029,0.038993711,0.667924528,0.293081761,1,52 
Europe,Southern Europe,Albania,,Albania,04/05/2020,803,31,543,2.877800,41.1533,20.1683,1,1,229,279.032594343,0.038605230,0.676214197,0.285180573,1,53 
Europe,Southern Europe,Albania,,Albania,05/05/2020,820,31,570,2.877800,41.1533,20.1683,1,1,219,284.939884634,0.037804878,0.695121951,0.267073171,1,54 
Europe,Southern Europe,Albania,,Albania,06/05/2020,832,31,595,2.877800,41.1533,20.1683,1,1,206,289.109736604,0.037259615,0.715144231,0.247596154,1,55 
Europe,Southern Europe,Albania,,Albania,07/05/2020,842,31,605,2.877800,41.1533,20.1683,1,1,206,292.584613246,0.036817102,0.718527316,0.244655582,1,56 
Europe,Southern Europe,Albania,,Albania,08/05/2020,850,31,620,2.877800,41.1533,20.1683,1,1,199,295.364514560,0.036470588,0.729411765,0.234117647,1,57 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,25/02/2020,1,0,0,43.851043,28.0339,1.6596,1,1,1,0.022804475,0.000000000,0.000000000,1.000000000,0,-27 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,26/02/2020,1,0,0,43.851043,28.0339,1.6596,1,1,1,0.022804475,0.000000000,0.000000000,1.000000000,0,-26 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,27/02/2020,1,0,0,43.851043,28.0339,1.6596,1,1,1,0.022804475,0.000000000,0.000000000,1.000000000,0,-25 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,28/02/2020,1,0,0,43.851043,28.0339,1.6596,1,1,1,0.022804475,0.000000000,0.000000000,1.000000000,0,-24 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,29/02/2020,1,0,0,43.851043,28.0339,1.6596,1,1,1,0.022804475,0.000000000,0.000000000,1.000000000,0,-23 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,01/03/2020,1,0,0,43.851043,28.0339,1.6596,1,1,1,0.022804475,0.000000000,0.000000000,1.000000000,0,-22 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,02/03/2020,3,0,0,43.851043,28.0339,1.6596,1,1,3,0.068413424,0.000000000,0.000000000,1.000000000,0,-21 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,03/03/2020,5,0,0,43.851043,28.0339,1.6596,1,1,5,0.114022373,0.000000000,0.000000000,1.000000000,0,-20 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,04/03/2020,12,0,0,43.851043,28.0339,1.6596,1,1,12,0.273653696,0.000000000,0.000000000,1.000000000,0,-19 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,05/03/2020,12,0,0,43.851043,28.0339,1.6596,1,1,12,0.273653696,0.000000000,0.000000000,1.000000000,0,-18 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,06/03/2020,17,0,0,43.851043,28.0339,1.6596,1,1,17,0.387676070,0.000000000,0.000000000,1.000000000,0,-17 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,07/03/2020,17,0,0,43.851043,28.0339,1.6596,1,1,17,0.387676070,0.000000000,0.000000000,1.000000000,0,-16 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,08/03/2020,19,0,0,43.851043,28.0339,1.6596,1,1,19,0.433285019,0.000000000,0.000000000,1.000000000,0,-15 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,09/03/2020,20,0,0,43.851043,28.0339,1.6596,1,1,20,0.456089494,0.000000000,0.000000000,1.000000000,0,-14 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,10/03/2020,20,0,0,43.851043,28.0339,1.6596,1,1,20,0.456089494,0.000000000,0.000000000,1.000000000,0,-13 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,11/03/2020,20,0,0,43.851043,28.0339,1.6596,1,1,20,0.456089494,0.000000000,0.000000000,1.000000000,0,-12 
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,12/03/2020,24,1,8,43.851043,28.0339,1.6596,1,1,15,0.547307392,0.041666667,0.333333333,0.625000000,0,-11 
